Input File: BinPacking_1000.txt Bin Capacity: 1000 algorithm type: First Fit # of Bin: 61 Time: 133ms
Bin #1: 20, 998
101, 17
102, 44
103, 34
104, 19
105, 57
106, 47
107, 10
108, 40
109, 65
110, 13
111, 70
112, 102
113, 97
114, 21
115, 92
116, 63
117, 67
118, 100
123, 20
131, 20
Bin #2: 15, 992
119, 52
120, 84
121, 44
122, 109
124, 31
125, 44
126, 93
127, 105
128, 60
129, 66
130, 86
132, 33
133, 106
134, 36
135, 43
Bin #3: 18, 998
136, 101
137, 32
138, 12
139, 11
140, 62
141, 61
142, 41
143, 60
144, 61
145, 74
146, 73
147, 56
148, 67
149, 66
150, 97
151, 59
154, 54
172, 11
Bin #4: 16, 999
152, 86
153, 70
155, 108
156, 95
157, 28
158, 100
159, 41
160, 62
161, 22
162, 43
163, 69
164, 105
165, 47
166, 51
168, 32
170, 40
Bin #5: 19, 999
167, 90
169, 48
171, 15
173, 87
174, 44
175, 38
176, 44
177, 61
178, 60
179, 46
180, 84
181, 53
182, 57
183, 24
184, 68
185, 72
186, 51
188, 16
194, 41
Bin #6: 18, 998
187, 101
189, 57
190, 98
191, 81
192, 90
193, 65
195, 44
196, 66
197, 24
198, 89
199, 30
200, 46
201, 55
202, 56
203, 27
205, 39
207, 18
211, 12
Bin #7: 17, 996
204, 90
206, 93
208, 99
209, 88
210, 28
212, 17
213, 24
214, 38
215, 58
216, 58
217, 79
218, 14
219, 109
220, 24
221, 28
222, 97
226, 52
Bin #8: 17, 993
223, 69
224, 57
225, 66
227, 79
228, 65
229, 50
230, 20
231, 79
232, 82
233, 97
234, 51
235, 57
236, 90
237, 45
238, 40
239, 21
245, 25
Bin #9: 15, 996
240, 95
241, 97
242, 103
243, 98
244, 99
246, 100
247, 11
248, 34
249, 101
250, 34
251, 92
252, 55
255, 56
268, 11
276, 10
Bin #10: 14, 998
253, 86
254, 109
256, 88
257, 96
258, 82
259, 104
260, 34
261, 78
262, 75
263, 72
264, 104
266, 31
267, 29
289, 10
Bin #11: 19, 1000
265, 85
269, 18
270, 27
271, 30
272, 20
273, 78
274, 16
275, 105
277, 18
278, 23
279, 77
280, 107
281, 30
282, 73
283, 74
284, 86
285, 57
287, 63
291, 13
Bin #12: 17, 992
286, 79
288, 102
290, 73
292, 20
293, 42
294, 15
295, 87
296, 89
297, 40
298, 49
299, 57
300, 93
301, 56
302, 90
303, 70
304, 13
307, 17
Bin #13: 16, 999
305, 99
306, 100
308, 68
309, 44
310, 42
311, 72
312, 65
313, 64
314, 104
315, 109
316, 49
317, 44
318, 14
319, 102
322, 10
327, 13
Bin #14: 17, 999
320, 82
321, 104
323, 58
324, 78
325, 43
326, 86
328, 25
329, 95
330, 67
331, 39
332, 16
333, 80
334, 65
335, 104
336, 32
339, 14
350, 11
Bin #15: 12, 997
337, 101
338, 36
340, 105
341, 78
342, 48
343, 87
344, 87
345, 83
346, 95
347, 108
348, 93
351, 76
Bin #16: 17, 991
349, 94
352, 40
353, 106
354, 28
355, 27
356, 100
357, 68
358, 26
359, 19
360, 94
361, 41
362, 85
363, 15
364, 47
365, 42
366, 70
367, 89
Bin #17: 18, 997
368, 35
369, 31
370, 67
371, 73
372, 62
373, 42
374, 19
375, 33
376, 16
377, 104
378, 41
379, 101
380, 106
381, 71
382, 48
383, 72
385, 61
390, 15
Bin #18: 19, 999
384, 95
386, 63
387, 56
388, 26
389, 85
391, 27
392, 59
393, 81
394, 40
395, 12
396, 61
397, 85
398, 94
399, 25
400, 54
401, 62
403, 50
417, 11
423, 13
Bin #19: 14, 997
402, 85
404, 59
405, 99
406, 29
407, 94
408, 80
409, 27
410, 58
411, 99
412, 28
413, 91
414, 84
415, 97
421, 67
Bin #20: 14, 995
416, 91
418, 74
419, 103
420, 101
422, 85
424, 95
425, 12
426, 24
427, 65
428, 53
429, 106
430, 77
431, 99
442, 10
Bin #21: 17, 998
432, 75
433, 25
434, 72
435, 82
436, 64
437, 65
438, 91
439, 20
440, 43
441, 82
443, 106
444, 30
445, 73
446, 62
447, 46
450, 46
457, 16
Bin #22: 19, 995
448, 107
449, 102
451, 47
452, 91
453, 31
454, 53
455, 86
456, 27
458, 20
459, 32
460, 17
461, 29
462, 59
463, 38
464, 103
465, 22
466, 27
467, 43
469, 61
Bin #23: 17, 1000
468, 75
470, 26
471, 101
472, 77
473, 22
474, 25
475, 32
476, 99
477, 79
478, 78
479, 89
480, 78
481, 10
482, 103
483, 60
484, 23
501, 23
Bin #24: 15, 997
485, 50
486, 106
487, 95
488, 29
489, 100
490, 56
491, 86
492, 57
493, 103
494, 79
495, 52
496, 90
497, 46
498, 25
502, 23
Bin #25: 16, 993
499, 79
500, 50
503, 37
504, 82
505, 78
506, 36
507, 39
508, 81
509, 52
510, 60
511, 88
512, 19
513, 81
514, 58
515, 98
516, 55
Bin #26: 16, 992
517, 98
518, 80
519, 74
520, 70
521, 58
522, 11
523, 82
524, 13
525, 32
526, 57
527, 60
528, 109
529, 73
530, 28
531, 84
535, 63
Bin #27: 16, 998
532, 103
533, 107
534, 88
536, 48
537, 38
538, 32
539, 67
540, 86
541, 43
542, 79
543, 72
544, 53
545, 19
546, 103
548, 49
570, 11
Bin #28: 17, 991
547, 80
549, 42
550, 48
551, 108
552, 65
553, 53
554, 42
555, 77
556, 31
557, 45
558, 69
559, 71
560, 27
561, 57
562, 81
563, 81
573, 14
Bin #29: 18, 998
564, 42
565, 48
566, 75
567, 27
568, 24
569, 47
571, 91
572, 58
574, 54
575, 70
576, 102
577, 38
578, 61
579, 73
580, 31
581, 89
584, 56
629, 12
Bin #30: 18, 999
582, 91
583, 88
585, 18
586, 100
587, 92
588, 75
589, 15
590, 38
591, 67
592, 95
593, 44
594, 76
595, 39
596, 16
597, 20
598, 46
599, 59
618, 20
Bin #31: 15, 998
600, 37
601, 39
602, 87
603, 93
604, 76
605, 102
606, 60
607, 68
608, 107
609, 53
610, 72
611, 75
612, 47
613, 63
620, 19
Bin #32: 16, 993
614, 105
615, 22
616, 105
617, 67
619, 104
621, 70
622, 52
623, 32
624, 88
625, 46
626, 66
627, 97
628, 58
630, 38
631, 22
634, 21
Bin #33: 19, 997
632, 99
633, 72
635, 12
636, 46
637, 63
638, 46
639, 65
640, 41
641, 22
642, 101
643, 17
644, 35
645, 50
646, 49
647, 32
648, 68
649, 87
652, 74
656, 18
Bin #34: 16, 996
650, 99
651, 100
653, 39
654, 105
655, 50
657, 83
658, 21
659, 51
660, 80
661, 57
662, 61
663, 99
664, 34
665, 48
667, 59
685, 10
Bin #35: 18, 993
666, 76
668, 39
669, 15
670, 96
671, 83
672, 27
673, 87
674, 36
675, 53
676, 55
677, 16
678, 108
679, 85
680, 63
681, 55
682, 18
683, 46
689, 35
Bin #36: 17, 1000
684, 73
686, 104
687, 52
688, 78
690, 109
691, 89
692, 98
693, 102
694, 84
695, 22
696, 74
697, 10
698, 26
699, 35
701, 18
702, 16
767, 10
Bin #37: 23, 997
700, 52
703, 19
704, 29
705, 41
706, 35
707, 86
708, 76
709, 34
710, 17
711, 64
712, 22
713, 88
714, 73
715, 26
716, 33
717, 13
718, 30
719, 36
720, 30
721, 57
722, 98
724, 11
725, 27
Bin #38: 17, 993
723, 90
726, 46
727, 87
728, 37
729, 86
730, 109
731, 48
732, 104
733, 30
734, 55
735, 26
736, 38
737, 40
738, 41
739, 88
740, 13
744, 55
Bin #39: 17, 999
741, 82
742, 89
743, 78
745, 80
746, 84
747, 78
748, 109
749, 21
750, 16
751, 21
752, 70
753, 26
754, 107
755, 89
756, 21
762, 17
780, 11
Bin #40: 18, 992
757, 79
758, 45
759, 37
760, 98
761, 37
763, 16
764, 80
765, 44
766, 82
768, 72
769, 56
770, 19
771, 62
772, 78
773, 39
774, 68
775, 38
776, 42
Bin #41: 19, 993
777, 90
778, 50
779, 41
781, 38
782, 57
783, 45
784, 42
785, 35
786, 77
787, 50
788, 70
789, 19
790, 42
791, 27
792, 35
793, 88
794, 40
795, 80
796, 67
Bin #42: 18, 999
797, 79
798, 38
799, 26
800, 74
801, 96
802, 45
803, 36
804, 20
805, 74
806, 90
807, 16
808, 78
809, 72
810, 92
811, 31
812, 102
817, 17
839, 13
Bin #43: 14, 1000
813, 52
814, 43
815, 82
816, 109
818, 55
819, 77
820, 32
821, 82
822, 102
823, 84
824, 79
825, 91
826, 47
829, 65
Bin #44: 14, 1000
827, 109
828, 95
830, 30
831, 82
832, 87
833, 63
834, 96
835, 83
836, 71
837, 102
838, 53
840, 95
848, 24
955, 10
Bin #45: 15, 1000
841, 79
842, 36
843, 74
844, 57
845, 108
846, 101
847, 91
849, 75
850, 73
851, 21
852, 79
853, 109
854, 76
862, 11
995, 10
Bin #46: 15, 993
855, 47
856, 100
857, 43
858, 103
859, 44
860, 46
861, 78
863, 16
864, 106
865, 59
866, 56
867, 56
868, 96
869, 70
871, 73
Bin #47: 17, 1000
870, 102
872, 49
873, 13
874, 46
875, 82
876, 65
877, 101
878, 73
879, 70
880, 81
881, 65
882, 19
883, 60
884, 103
885, 16
891, 40
894, 15
Bin #48: 16, 997
886, 56
887, 99
888, 70
889, 108
890, 95
892, 29
893, 59
895, 83
896, 103
897, 24
898, 12
899, 53
900, 13
901, 76
902, 88
903, 29
Bin #49: 18, 995
904, 103
905, 35
906, 25
907, 36
908, 27
909, 79
910, 53
911, 73
912, 109
913, 73
914, 27
915, 35
916, 64
917, 83
918, 101
919, 45
924, 12
951, 15
Bin #50: 13, 1000
920, 108
921, 90
922, 85
923, 82
925, 50
926, 43
927, 77
928, 101
929, 65
930, 70
931, 100
932, 100
934, 29
Bin #51: 16, 993
933, 45
935, 97
936, 70
937, 47
938, 28
939, 70
940, 83
941, 97
942, 34
943, 102
944, 43
945, 36
946, 108
947, 76
948, 35
953, 22
Bin #52: 16, 996
949, 71
950, 88
952, 83
954, 50
956, 83
957, 23
958, 88
959, 86
960, 40
961, 66
962, 46
963, 88
964, 86
965, 66
969, 16
976, 16
Bin #53: 15, 999
966, 89
967, 37
968, 46
970, 72
971, 46
972, 105
973, 93
974, 103
975, 82
977, 91
978, 89
979, 25
980, 52
982, 54
993, 15
Bin #54: 16, 991
981, 73
983, 62
984, 79
985, 58
986, 108
987, 28
988, 54
989, 93
990, 82
991, 56
992, 60
994, 42
996, 78
997, 87
998, 15
1004, 16
Bin #55: 17, 997
999, 40
1000, 28
1001, 49
1002, 102
1003, 91
1005, 28
1006, 56
1007, 65
1008, 93
1009, 37
1010, 93
1011, 31
1012, 26
1013, 72
1014, 70
1015, 102
1027, 14
Bin #56: 15, 992
1016, 92
1017, 63
1018, 45
1019, 74
1020, 80
1021, 89
1022, 72
1023, 65
1024, 47
1025, 101
1026, 77
1028, 61
1029, 66
1031, 34
1036, 26
Bin #57: 20, 1000
1030, 97
1032, 87
1033, 37
1034, 64
1035, 38
1037, 30
1038, 19
1039, 75
1040, 108
1041, 16
1042, 82
1043, 10
1044, 87
1045, 31
1046, 10
1047, 67
1048, 18
1049, 66
1051, 48
1081, 10
Bin #58: 16, 998
1050, 76
1052, 103
1053, 103
1054, 21
1055, 96
1056, 97
1057, 67
1058, 86
1059, 50
1060, 31
1061, 20
1062, 70
1063, 47
1064, 45
1067, 75
1069, 11
Bin #59: 15, 999
1065, 92
1066, 96
1068, 62
1070, 56
1071, 84
1072, 91
1073, 63
1074, 72
1075, 73
1076, 77
1077, 15
1078, 30
1079, 66
1080, 92
1092, 30
Bin #60: 14, 999
1082, 69
1083, 66
1084, 92
1085, 100
1086, 50
1087, 88
1088, 78
1089, 81
1090, 86
1091, 35
1093, 91
1094, 69
1095, 72
1097, 22
Bin #61: 4, 302
1096, 88
1098, 109
1099, 14
1100, 91
