Input File: BinPacking_1000.txt Bin Capacity: 1000 algorithm type: Iterative Knapsack Algorithm # of Bin: 61 Time: 119489ms
Bin #1: 14, 1000
1085, 100
1086, 50
1087, 88
1088, 78
1089, 81
1090, 86
1092, 30
1093, 91
1095, 72
1096, 88
1097, 22
1098, 109
1099, 14
1100, 91
Bin #2: 14, 1000
1070, 56
1071, 84
1072, 91
1073, 63
1074, 72
1075, 73
1076, 77
1078, 30
1079, 66
1080, 92
1082, 69
1083, 66
1084, 92
1094, 69
Bin #3: 17, 1000
1054, 21
1055, 96
1056, 97
1057, 67
1058, 86
1059, 50
1060, 31
1061, 20
1062, 70
1063, 47
1064, 45
1065, 92
1066, 96
1067, 75
1068, 62
1081, 10
1091, 35
Bin #4: 18, 1000
1035, 38
1036, 26
1037, 30
1039, 75
1040, 108
1041, 16
1042, 82
1044, 87
1045, 31
1047, 67
1048, 18
1049, 66
1050, 76
1051, 48
1052, 103
1053, 103
1069, 11
1077, 15
Bin #5: 16, 1000
1019, 74
1021, 89
1022, 72
1023, 65
1024, 47
1025, 101
1026, 77
1028, 61
1029, 66
1030, 97
1031, 34
1032, 87
1033, 37
1034, 64
1038, 19
1046, 10
Bin #6: 15, 1000
1003, 91
1006, 56
1007, 65
1008, 93
1009, 37
1010, 93
1011, 31
1013, 72
1014, 70
1015, 102
1016, 92
1017, 63
1018, 45
1020, 80
1043, 10
Bin #7: 19, 1000
986, 108
987, 28
988, 54
989, 93
990, 82
991, 56
992, 60
994, 42
995, 10
996, 78
997, 87
998, 15
999, 40
1000, 28
1001, 49
1002, 102
1005, 28
1012, 26
1027, 14
Bin #8: 14, 1000
970, 72
972, 105
973, 93
974, 103
975, 82
977, 91
978, 89
979, 25
980, 52
981, 73
983, 62
984, 79
985, 58
1004, 16
Bin #9: 19, 1000
953, 22
955, 10
956, 83
958, 88
959, 86
960, 40
961, 66
962, 46
963, 88
964, 86
965, 66
966, 89
967, 37
968, 46
969, 16
971, 46
976, 16
982, 54
993, 15
Bin #10: 14, 1000
936, 70
939, 70
940, 83
941, 97
943, 102
944, 43
945, 36
946, 108
947, 76
949, 71
950, 88
952, 83
954, 50
957, 23
Bin #11: 15, 1000
922, 85
923, 82
925, 50
927, 77
928, 101
929, 65
930, 70
931, 100
932, 100
934, 29
935, 97
937, 47
938, 28
942, 34
948, 35
Bin #12: 15, 1000
909, 79
910, 53
911, 73
912, 109
913, 73
914, 27
915, 35
916, 64
917, 83
918, 101
919, 45
920, 108
921, 90
933, 45
951, 15
Bin #13: 21, 1000
890, 95
891, 40
892, 29
893, 59
894, 15
895, 83
896, 103
897, 24
898, 12
899, 53
900, 13
901, 76
902, 88
903, 29
904, 103
905, 35
906, 25
907, 36
908, 27
924, 12
926, 43
Bin #14: 14, 1000
873, 13
875, 82
877, 101
878, 73
879, 70
880, 81
881, 65
882, 19
883, 60
884, 103
886, 56
887, 99
888, 70
889, 108
Bin #15: 16, 1000
858, 103
859, 44
861, 78
862, 11
863, 16
864, 106
865, 59
866, 56
867, 56
868, 96
869, 70
870, 102
871, 73
872, 49
876, 65
885, 16
Bin #16: 14, 1000
844, 57
845, 108
846, 101
847, 91
848, 24
850, 73
852, 79
853, 109
854, 76
855, 47
856, 100
857, 43
860, 46
874, 46
Bin #17: 14, 1000
829, 65
832, 87
833, 63
834, 96
835, 83
836, 71
837, 102
838, 53
840, 95
841, 79
842, 36
843, 74
849, 75
851, 21
Bin #18: 13, 1000
816, 109
819, 77
821, 82
822, 102
823, 84
824, 79
825, 91
826, 47
827, 109
828, 95
830, 30
831, 82
839, 13
Bin #19: 16, 1000
801, 96
802, 45
803, 36
804, 20
805, 74
806, 90
808, 78
809, 72
810, 92
811, 31
812, 102
813, 52
814, 43
815, 82
818, 55
820, 32
Bin #20: 20, 1000
781, 38
782, 57
784, 42
785, 35
786, 77
787, 50
788, 70
789, 19
790, 42
791, 27
792, 35
793, 88
794, 40
795, 80
796, 67
797, 79
798, 38
799, 26
800, 74
807, 16
Bin #21: 19, 1000
760, 98
764, 80
765, 44
766, 82
767, 10
768, 72
769, 56
770, 19
771, 62
772, 78
773, 39
774, 68
775, 38
777, 90
778, 50
779, 41
780, 11
783, 45
817, 17
Bin #22: 17, 1000
743, 78
744, 55
745, 80
746, 84
747, 78
748, 109
753, 26
754, 107
755, 89
756, 21
757, 79
758, 45
759, 37
761, 37
762, 17
763, 16
776, 42
Bin #23: 17, 1000
727, 87
729, 86
730, 109
732, 104
733, 30
734, 55
735, 26
736, 38
737, 40
738, 41
739, 88
740, 13
741, 82
742, 89
749, 21
751, 21
752, 70
Bin #24: 20, 1000
707, 86
708, 76
710, 17
711, 64
712, 22
713, 88
714, 73
715, 26
716, 33
718, 30
719, 36
720, 30
721, 57
722, 98
723, 90
725, 27
726, 46
728, 37
731, 48
750, 16
Bin #25: 20, 1000
688, 78
689, 35
690, 109
691, 89
692, 98
693, 102
694, 84
695, 22
696, 74
697, 10
698, 26
699, 35
700, 52
701, 18
702, 16
704, 29
705, 41
706, 35
709, 34
717, 13
Bin #26: 16, 1000
670, 96
671, 83
673, 87
675, 53
676, 55
678, 108
679, 85
680, 63
681, 55
683, 46
684, 73
685, 10
686, 104
687, 52
703, 19
724, 11
Bin #27: 18, 1000
652, 74
654, 105
655, 50
657, 83
658, 21
659, 51
660, 80
661, 57
662, 61
663, 99
665, 48
666, 76
667, 59
668, 39
672, 27
674, 36
677, 16
682, 18
Bin #28: 19, 1000
635, 12
636, 46
637, 63
638, 46
639, 65
640, 41
642, 101
644, 35
645, 50
646, 49
647, 32
648, 68
649, 87
650, 99
651, 100
653, 39
656, 18
664, 34
669, 15
Bin #29: 19, 1000
617, 67
618, 20
619, 104
620, 19
621, 70
622, 52
623, 32
624, 88
625, 46
626, 66
627, 97
628, 58
629, 12
630, 38
632, 99
633, 72
634, 21
641, 22
643, 17
Bin #30: 12, 1000
602, 87
603, 93
604, 76
605, 102
607, 68
608, 107
610, 72
611, 75
612, 47
613, 63
614, 105
616, 105
Bin #31: 19, 1000
586, 100
587, 92
588, 75
590, 38
591, 67
592, 95
593, 44
594, 76
595, 39
596, 16
597, 20
598, 46
599, 59
600, 37
601, 39
606, 60
609, 53
615, 22
631, 22
Bin #32: 18, 1000
568, 24
569, 47
570, 11
571, 91
572, 58
573, 14
574, 54
575, 70
576, 102
577, 38
578, 61
579, 73
581, 89
582, 91
583, 88
584, 56
585, 18
589, 15
Bin #33: 17, 1000
549, 42
551, 108
552, 65
553, 53
554, 42
555, 77
556, 31
558, 69
559, 71
561, 57
562, 81
563, 81
564, 42
565, 48
566, 75
567, 27
580, 31
Bin #34: 16, 1000
533, 107
535, 63
536, 48
537, 38
539, 67
540, 86
541, 43
542, 79
543, 72
544, 53
545, 19
546, 103
547, 80
548, 49
550, 48
557, 45
Bin #35: 16, 1000
518, 80
519, 74
521, 58
523, 82
524, 13
525, 32
526, 57
527, 60
528, 109
529, 73
530, 28
531, 84
532, 103
534, 88
538, 32
560, 27
Bin #36: 15, 1000
502, 23
503, 37
504, 82
505, 78
507, 39
508, 81
509, 52
510, 60
511, 88
513, 81
514, 58
515, 98
516, 55
517, 98
520, 70
Bin #37: 16, 1000
487, 95
488, 29
489, 100
490, 56
491, 86
492, 57
493, 103
494, 79
495, 52
496, 90
497, 46
499, 79
500, 50
501, 23
506, 36
512, 19
Bin #38: 14, 1000
471, 101
472, 77
475, 32
476, 99
477, 79
478, 78
479, 89
480, 78
482, 103
483, 60
484, 23
485, 50
486, 106
498, 25
Bin #39: 24, 1000
450, 46
451, 47
452, 91
453, 31
454, 53
455, 86
456, 27
457, 16
458, 20
459, 32
461, 29
462, 59
463, 38
464, 103
465, 22
466, 27
467, 43
468, 75
469, 61
470, 26
473, 22
474, 25
481, 10
522, 11
Bin #40: 16, 1000
435, 82
436, 64
437, 65
438, 91
439, 20
440, 43
441, 82
442, 10
443, 106
444, 30
445, 73
446, 62
447, 46
448, 107
449, 102
460, 17
Bin #41: 15, 1000
419, 103
420, 101
421, 67
422, 85
423, 13
424, 95
425, 12
426, 24
427, 65
428, 53
429, 106
430, 77
431, 99
432, 75
433, 25
Bin #42: 13, 1000
403, 50
405, 99
407, 94
408, 80
410, 58
411, 99
413, 91
414, 84
415, 97
416, 91
417, 11
418, 74
434, 72
Bin #43: 19, 1000
386, 63
387, 56
388, 26
389, 85
390, 15
391, 27
392, 59
393, 81
394, 40
397, 85
398, 94
399, 25
400, 54
401, 62
402, 85
404, 59
406, 29
409, 27
412, 28
Bin #44: 16, 1000
370, 67
371, 73
372, 62
373, 42
374, 19
375, 33
376, 16
377, 104
378, 41
379, 101
380, 106
381, 71
382, 48
384, 95
385, 61
396, 61
Bin #45: 18, 1000
352, 40
353, 106
355, 27
356, 100
357, 68
358, 26
360, 94
361, 41
362, 85
363, 15
364, 47
365, 42
366, 70
367, 89
368, 35
369, 31
383, 72
395, 12
Bin #46: 14, 1000
338, 36
340, 105
341, 78
343, 87
344, 87
345, 83
346, 95
347, 108
348, 93
349, 94
350, 11
351, 76
354, 28
359, 19
Bin #47: 16, 1000
321, 104
323, 58
324, 78
326, 86
327, 13
329, 95
330, 67
331, 39
332, 16
333, 80
334, 65
335, 104
336, 32
337, 101
339, 14
342, 48
Bin #48: 16, 1000
306, 100
307, 17
308, 68
310, 42
311, 72
312, 65
313, 64
314, 104
315, 109
316, 49
317, 44
318, 14
319, 102
320, 82
325, 43
328, 25
Bin #49: 17, 1000
288, 102
290, 73
292, 20
293, 42
294, 15
295, 87
296, 89
297, 40
299, 57
300, 93
301, 56
302, 90
303, 70
304, 13
305, 99
309, 44
322, 10
Bin #50: 19, 1000
271, 30
272, 20
273, 78
274, 16
275, 105
276, 10
278, 23
279, 77
280, 107
281, 30
282, 73
283, 74
284, 86
285, 57
286, 79
287, 63
289, 10
291, 13
298, 49
Bin #51: 15, 1000
254, 109
256, 88
257, 96
258, 82
259, 104
261, 78
262, 75
263, 72
264, 104
265, 85
266, 31
267, 29
268, 11
269, 18
277, 18
Bin #52: 14, 1000
241, 97
242, 103
243, 98
244, 99
246, 100
247, 11
248, 34
249, 101
250, 34
251, 92
252, 55
253, 86
255, 56
260, 34
Bin #53: 16, 1000
225, 66
226, 52
227, 79
228, 65
229, 50
231, 79
232, 82
233, 97
234, 51
235, 57
236, 90
237, 45
238, 40
240, 95
245, 25
270, 27
Bin #54: 18, 1000
206, 93
208, 99
209, 88
210, 28
212, 17
